자 재	자재 내역	자재유형	자재유형 내역	생산저장위치	기준단위	포장단위	수출 포장 단위		
RFU0001S01	폴리트롭 PS주 75IU/0.15mL 1S(영문)	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFU0001S02	폴리트롭 PS주 75IU/0.15mL 1S 인도	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFU0001S03	폴리트롭 PS주 75IU/0.15mL 1S 홍콩	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFU0001S04	폴리트롭PS주 75IU/0.15mL 1S 파키스탄	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFU0001S05	폴리트롭 PS주 75IU/0.15mL 1S 중국	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFU0001S06	폴리트롭 PS주 75IU/0.15mL 1S 베트남	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFU0001S07	폴리트롭 PS주75IU/0.15mL1S(영문,도로명주	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFU0001S08	폴리트롭 PS주 75IU/0.15mL 1S 카자흐스탄	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFU0001S09	폴리트롭 PS주 75IU/0.15mL 1S 이라크	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFU0001S10	폴리트롭Fenogest PS주75IU/0.15mL콜롬비아	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFU0001S11	폴리트롭 PS주 75IU/0.15mL 태국	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFU0001S12	폴리트롭 PS주 75IU/0.15mL 1S 네팔	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFU0001S13	폴리트롭PS주75IU/0.15mL콜롬비아샘플	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFU0001S14	폴리트롭 PS주 75IU/0.15mL 우즈베키스탄	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFU0001S15	폴리트롭 PS주 75IU/0.15mL 멕시코	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFU0001S16	폴리트롭 PS주 75IU/0.15mL 이집트	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFU0001S17	폴리트롭 PS주 75IU/0.15mL 쿠웨이트	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFU0001S18	폴리트롭 PS주 75IU/0.15mL 시리아	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFU0001S19	폴리트롭 PS주 75IU/0.15mL 1S 스리랑카	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFU0001S20	폴리트롭 PS주 75IU	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFU0001S22	폴리트롭 PS주 75IU 몽골	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFV0001S00	폴리트롭 PS주 300IU/0.60mL 1S	FERT	완제품	2610	PAC	1S	480	구형흥아	0.17
RFV0001S01	폴리트롭 PS주 300IU/0.6mL 1S(영문)	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFV0001S02	폴리트롭 PS주 300IU/0.6mL 1S 인도	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFV0001S03	폴리트롭 PS주 300IU/0.60mL 1S 홍콩	FERT	완제품	2610	SYR	1S	480	#N/A	0.17
RFV0001S04	폴리트롭PS주 300IU/0.60mL 1S 파키스탄	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFV0001S05	폴리트롭 PS주 300IU/0.60mL 1S 중국	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFV0001S06	폴리트롭 PS주 300IU/0.60mL 1S 베트남	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFV0001S07	폴리트롭 PS주300IU/0.60mL1S(영문,도로명	FERT	완제품	2610	SYR	1S	480	#N/A	0.17
RFV0001S08	폴리트롭 PS주 300IU/0.60mL 1S 카자흐스탄	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFV0001S10	폴리트롭FenogestPS주300IU/0.60mL콜롬비아	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFV0001S11	폴리트롭 PS주 300IU/0.60mL 태국	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFV0001S12	폴리트롭 PS주 300IU/0.60mL 우즈베키스탄	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFV0001S13	폴리트롭 PS주 300IU/0.60mL 콜롬비아 샘플	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFV0001S14	폴리트롭 PS주 300IU	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFV0001S15	폴리트롭 PS주 300IU/0.60mL 멕시코	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFV0001S16	폴리트롭 PS주 300IU/0.60mL 이집트	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFV0001S17	폴리트롭 PS주 300IU/0.60mL 쿠웨이트	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFV0001S18	폴리트롭 PS주 300IU/0.60mL 시리아	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFV0001S19	폴리트롭 PS주 300IU/0.60mL 1S 스리랑카	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFV0001S22	폴리트롭 PS주 300IU 몽골	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFW0001S00	폴리트롭 PS주 225IU/0.45mL 1S	FERT	완제품	2610	PAC	1S	480	구형흥아	0.17
RFW0001S01	폴리트롭 PS주 225IU/0.45mL 1S(영문)	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFW0001S02	폴리트롭 PS주 225IU/0.45mL 1S 인도	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFW0001S03	폴리트롭 PS주 225IU/0.45mL 1S 홍콩	FERT	완제품	2610	SYR	1S	480	#N/A	0.17
RFW0001S04	폴리트롭PS주 225IU/0.45mL 1S 파키스탄	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFW0001S05	폴리트롭 PS주 225IU/0.45mL 1S 중국	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFW0001S06	폴리트롭 PS주 225IU/0.45mL 1S 베트남	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFW0001S07	폴리트롭 PS주225IU/0.45mL1S (영문,도로명	FERT	완제품	2610	SYR	#N/A	480	#N/A	0.17
RFW0001S08	폴리트롭 PS주225IU/0.45mL1S 카자흐스탄	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFW0001S10	폴리트롭FenogestPS주225IU/0.45mL콜롬비아	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFW0001S11	폴리트롭 PS주 225IU/0.45mL 태국	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFW0001S12	폴리트롭 PS주 225IU/0.45mL 우즈베키스탄	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFW0001S13	폴리트롭 PS주 225IU/0.45mL 콜롬비아샘플	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFW0001S14	폴리트롭 PS주 225IU	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFW0001S15	폴리트롭 PS주 225IU/0.45mL 멕시코	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFW0001S16	폴리트롭 PS주 225IU/0.45mL 이집트	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFW0001S17	폴리트롭 PS주 225IU/0.45mL 쿠웨이트	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFW0001S18	폴리트롭 PS주 225IU/0.45mL 시리아	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFW0001S19	폴리트롭 PS주 225IU/0.45mL 스리랑카	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFW0001S22	폴리트롭 PS주 225IU	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RIB0100C00	엘지 리바비린캡슐 200mg 100C	FERT	완제품	2610	PAC	#N/A	#N/A	#N/A	
RIB9999C00	엘지 리바비린캡슐 200mg	FERT	완제품	2610	BT	#N/A	#N/A	#N/A	
RIV0100C00	엘지 리바비린 캅셀 100밀리그람 100C	FERT	완제품	2610	PAC	#N/A	#N/A	#N/A	
SED0001V00	디클라제주 3mg_내수	FERT	완제품	2610	PAC	1V	162	#N/A	0.17
SEG0001V00	유트로핀플러스주 24mg_내수	FERT	완제품	2610	PAC	1V	162	#N/A	0.17
SEG0001V01	유트로핀플러스주 24mg 1V 영문2	FERT	완제품	2610	VI	#N/A	162	#N/A	0.17
SEG1001V00	유트로핀플러스주 Multi 24mg	FERT	완제품	2610	PAC	1S	162	#N/A	0.17
SEI0001V00	유트로핀플러스주 14mg_내수	FERT	완제품	2610	PAC	1V	162	#N/A	0.17
SEJ0001V00	유트로핀플러스주 9mg_내수	FERT	완제품	2610	PAC	1V	162	#N/A	0.17
SGD0001V00	디클라제주 3mg	FERT	완제품	2610	PAC	1V	162	신형흥아	0.17
SGG0001V00	유트로핀플러스주 24mg	FERT	완제품	2610	PAC	1V	162	신형흥아	0.17
SGG0001V01	유트로핀플러스주 24mg 1V 영문	FERT	완제품	2610	VI	#N/A	162	#N/A	0.17
SGG1001V00	유트로핀플러스주 24mg Multi	FERT	완제품	2610	PAC	#N/A	#N/A	신형흥아	0.17
SGG1001V02	유트로핀플러스주 24mg Multi 인도	FERT	완제품	2610	VI	1S	162	신형흥아	0.17
SGG1001V03	유트로핀플러스주 24mg Multi 영문표준	FERT	완제품	2610	VI	#N/A	162	#N/A	0.17
SGG9999V01	LB03002 해외임상용 (24mg)	FERT	완제품	2610	VI	10V	#N/A	#N/A	0.17
SGG9999V02	유트로핀플러스주 24mg(임상)	FERT	완제품	2610	PAC	#N/A	0	#N/A	0.17
SGI0001V00	유트로핀플러스주 14mg	FERT	완제품	2610	PAC	#N/A	#N/A	#N/A	0.17
SGJ0001V00	유트로핀플러스주 9mg	FERT	완제품	2610	PAC	#N/A	#N/A	#N/A	0.17
SIA0001V00	SR-IFN-a 임상 (LBSI5536)	FERT	완제품	2610	PAC	1V(220mm)	#N/A	#N/A	0.17
SIH0001S00	시노비안주	FERT	완제품	2610	PAC	1S	0	바이알실린지	0.17
SIH0001S01	히루안원주 1S 의약품 영문공통	FERT	완제품	2610	SYR	1S	84	신형흥아	0.17
SIH0001S02	히루안원주 1S 의료기기 영문공통	FERT	완제품	2610	SYR	1S	84	신형흥아	0.17
SIH0001S03	시노비안주 1S CE	FERT	완제품	2610	SYR	#N/A	84	#N/A	0.17
SIH0001S04	히루안원주 1S CE	FERT	완제품	2610	SYR	1S	84	#N/A	0.17
SIH0001S05	히루안원주 1S 터키	FERT	완제품	2610	SYR	1S	#N/A	#N/A	0.17
SIH0001S06	히루안원주 1S 러시아	FERT	완제품	2610	SYR	1S	84	신형흥아	0.17
SIH0001S07	히루안원주 1S 스페인	FERT	완제품	2610	SYR	#N/A	#N/A	#N/A	0.17
SIH0001S08	히루안원주 1S 케냐	FERT	완제품	2610	SYR	1S	84	바이알실린지	0.17
SIH0001S09	히루안원주 1S 아르메니아	FERT	완제품	2610	SYR	1S	84	신형흥아	0.17
SIH0001S10	히루안원주 1S 보스니아	FERT	완제품	2610	SYR	1S	84	신형흥아	0.17
SIH0001S11	히루안원주 1S 루마니아	FERT	완제품	2610	SYR	1S	84	바이알실린지	0.17
SIH0001S12	히루안원주 1S 조지아	FERT	완제품	2610	SYR	1S	84	신형흥아	0.17
SIH0001S13	히루안원주 1S 이라크	FERT	완제품	2610	SYR	1S	84	신형흥아	0.17
SIH0001S14	히루안원주 1S 인도	FERT	완제품	2610	SYR	1S	84	신형흥아	0.17
SIH0001S15	히루안원주(LUBRI-ONE) 1S 인도	FERT	완제품	2610	SYR	1S	84	신형흥아	0.17
SIH0001S16	히루안원주 1S 말레이시아	FERT	완제품	2610	SYR	1S	84	신형흥아	0.17
SIH0001S17	히루안원주 1S 콜롬비아	FERT	완제품	2610	SYR	1S	84	신형흥아	0.17
SIH0001S18	히루안원주 1S 태국	FERT	완제품	2610	SYR	1S	84	신형흥아	0.17
SIH0001S19	히루안원주 1S 페루	FERT	완제품	2610	SYR	1S	84	신형흥아	0.17
SIH0001S22	히루안원주 1S 에콰도르	FERT	완제품	2610	SYR	1S	84	신형흥아	0.17
SIH0001S23	히루안원주 1S 필리핀	FERT	완제품	2610	SYR	1S	84	신형흥아	0.17
SIH0001S24	히루안원주 1S 대만	FERT	완제품	2610	SYR	1S	84	신형흥아	0.17
SIH0001S25	히루안원주 1S 멕시코	FERT	완제품	2610	SYR	1S	84	신형흥아	0.17
SIH0001S28	히루안원주 1S 멕시코(샘플)	FERT	완제품	2610	SYR	1S	84	신형흥아	0.17
SIH0001S29	히루안원주 1S	FERT	완제품	2610	SYR	1S	84	신형흥아	0.17
SIH0001S30	히루안원주 1S	FERT	완제품	2610	SYR	1S	84	신형흥아	0.17
SIH0001S31	히루안원주 1S 체코	FERT	완제품	2610	SYR	1S	84	신형흥아	0.17
SIH0001S32	히루안원주 1S	FERT	완제품	2610	SYR	1S	84	신형흥아	0.17
SIH0001S33	히루안원주 1S	FERT	완제품	2610	SYR	1S	84	신형흥아	0.17
SIH0001S34	히루안원주 1S	FERT	완제품	2610	SYR	1S	84	신형흥아	0.17
SIH0001S35	히루안원주 1S	FERT	완제품	2610	SYR	1S	84	신형흥아	0.17
SIH0001S36	히루안원주 1S 세르비아	FERT	완제품	2610	SYR	1S	84	신형흥아	0.17
SIH0001S37	히루안원주 1S 도미니카	FERT	완제품	2610	SYR	1S	84	신형흥아	0.17
SPR0028T00	스포라원정 28T	FERT	완제품	2610	PAC	#N/A	#N/A	#N/A	
SPR0100T00	스포라원정 100T	FERT	완제품	2610	PAC	#N/A	#N/A	#N/A	
SPR0300T00	스포라원정 300T(30Tx10BT)	FERT	완제품	2610	PAC	#N/A	#N/A	#N/A	
SRA0001V00	유트로핀플러스주 9mg	FERT	완제품	2610	PAC	1V	162	#N/A	0.17
SRA0001V01	LB03002(SR-hGH) 9mg hGH/vial(수출)	FERT	완제품	2610	VI	1V(축소)	162	#N/A	0.17
SRD0001V00	디클라제주 3mg (내수)	FERT	완제품	2610	PAC	1V	0	#N/A	0.17
SRD9999V00	디클라제 3mg(임상)	FERT	완제품	2610	PAC	1V	0	#N/A	0.17
SRE0001V00	디클라제주 5MG (내수)	FERT	완제품	2610	PAC	1V	162	#N/A	0.17
SRF0001V01	LB03002 (SR-hGH) 4mg hGH/Vial(수출)	FERT	완제품	2610	VI	#N/A	162	#N/A	0.17
SRG0001V00	유트로핀플러스주 24mg(내수)	FERT	완제품	2610	PAC	1V	162	#N/A	0.17
SRH0001V01	서방형 유트로핀 1V (수출)	FERT	완제품	2610	VI	10V	162	#N/A	0.17
SRI0001V00	유트로핀플러스주 14mg(내수)	FERT	완제품	2610	PAC	1V	0	#N/A	0.17
SRJ0001V00	유트로핀플러스주 9mg (내수)	FERT	완제품	2610	PAC	1V	162	#N/A	0.17
SRZ0001V01	SR-hGH-제제(Placebo,수출)	FERT	완제품	2610	VI	 10V	162	#N/A	0.17
TAM0100C00	탐스루신캡슐 100C	FERT	완제품	2610	PAC	#N/A	0	#N/A	
TAM0300C00	탐스루신캡슐 300C(30Cx10BT)	FERT	완제품	2610	PAC	#N/A	#N/A	#N/A	
TCM0001V01	유트라박주 0.5mL 10V 수출공통	FERT	완제품	2610	PAC	#N/A	#N/A	#N/A	
TCM0001V02	Eutravac 0.5 1*20 LGLS BI 필리핀	FERT	완제품	2610	VI	#N/A	#N/A	#N/A	
TCM0010V00	유트라박주DTaP-HepB혼합백신0.5mL10V내수	FERT	완제품	2610	PAC	#N/A	#N/A	#N/A	
TMH0010C01	튜머시드캡슐100MG(수출용) 10C PTP	FERT	완제품	2610	PAC	#N/A	#N/A	#N/A	
TMJ0010C01	튜머시드캡슐200MG(수출용) 10C PTP	FERT	완제품	2610	PAC	#N/A	#N/A	#N/A	
TMR0100C00	튜머시드캅셀200밀리그람 100C	FERT	완제품	2610	PAC	#N/A	#N/A	#N/A	
TOL0600C00	톨테로스SR캡슐 4mg (30C*20B)	FERT	완제품	2610	PAC	#N/A	#N/A	#N/A	
TWM0001V02	유포박 5mL 10V 이라크	FERT	완제품	2610	VI	#N/A	#N/A	#N/A	
TWM0010V01	DTwP-HepB 5.0mL	FERT	완제품	2610	PAC	10V	#N/A	m	
UFA0001B00	보존제 미함유 유박스 0.5mL_수탁용	FERT	완제품	2510	VI	#N/A	0	#N/A	
UFA0001V01	Euvax B 0.5 TMF 10V LGLS 모로코 BI STD	FERT	완제품	2610	VI	10V	3100	#N/A	0.3
UFA0001V02	Euvax B 0.5 TMF 20V LGLS-SP 영문	FERT	완제품	2610	VI	1x20V	1400	w	0.3
UFA0001V03	Euvax B 0.5 TMF 20V LGLS-SP 불어	FERT	완제품	2610	VI	1x20V	1400	w	0.3
UFA0001V04	Euvax B 0.5 TMF 20V LGLS-SP 스페인	FERT	완제품	2610	VI	1x20V	1400	w	0.3
UFA0001V05	Euvax B 0.5 TMF 10V LGLS-SP Trilingual	FERT	완제품	2610	VI	#N/A	1400	#N/A	0.3
UFA0001V06	Recomvax B 0.5 TMF 20V LGLS-SP 영문	FERT	완제품	2610	VI	#N/A	#N/A	#N/A	0.3
UFA0001V07	Recomvax B 0.5 TMF 20V LGLS-SP 스페인	FERT	완제품	2610	VI	1x20V	1400	w	0.3
UFA0001V08	Recomvax B 0.5 TMF10V LGLS-SP Trilingual	FERT	완제품	2610	VI	#N/A	1400	#N/A	0.3
UFA0001V09	Euvax 0.5 TMF 1*20V LGLS SP 태국	FERT	완제품	2610	VI	1x20V	1400	w	0.3
UFA0001V10	Euvax 0.5 TMF 1*20V LGLS SP 말레이시아	FERT	완제품	2610	VI	1x20V	1400	w	0.3
UFA0001V11	Euvax 0.5 TMF 1*20V 1d LGLS-SP 러시아	FERT	완제품	2610	VI	1x20V	1400	w	0.3
UFA0001V12	Euvax 0.5 TMF 10V LGLS-SP 러시아	FERT	완제품	2610	VI	10V	3100	m	0.3
UFA0001V13	HEPATIVAX0.5 TMF 1*20V LGLS-SP아르헨티나	FERT	완제품	2610	VI	1x20V	1400	w	0.3
UFA0001V14	EUVAX 0.5 TMF 10V SP 보스니아	FERT	완제품	2610	VI	10V	3100	m	0.3
UFA0001V15	EUVAX 0.5 TMF 1x20V 폴란드	FERT	완제품	2610	VI	#N/A	3100	#N/A	0.3
UFA0001V16	Euvax 0.5 TMF 10V 폴란드	FERT	완제품	2610	VI	10V	3100	m	0.3
UFA0001V17	EUVAX 0.5 TMF 1×20V LGLSP	FERT	완제품	2610	VI	#N/A	3100	#N/A	0.3
UFA0001V18	EUVAX 0.5 TMF 1×10V LGLSP	FERT	완제품	2610	VI	#N/A	#N/A	#N/A	0.3
UFA0001V19	EUVAX0.5TMF10V세르비아,몬테네그로	FERT	완제품	2610	VI	 10V	3100	m	0.3
UFA0001V20	Euvax B 0.5 TMF 10V LGLS 우크라이나	FERT	완제품	2610	VI	10V	3100	m	0.3
UFA0001V21	Euvax B 0.5 TMF 10*5V LGLS 알제리	FERT	완제품	2610	VI	10v*5v	3100	#N/A	0.3
UFA0001V22	EUVAX B 0.5 TMF LGLS BI모로코	FERT	완제품	2610	VI	10V	3100	m	0.3
UFA0001V23	Euvax 0.5 TMF 1*20 SP 브라질	FERT	완제품	2610	VI	1x20V	1400	w	0.3
UFA0001V24	Euvax B0.5TMF20VLGLS-SP영문(신주소 적용)	FERT	완제품	2610	VI	1x20V	1400	w	0.3
UFA0001V25	Euvax B0.5TMF20VLGLS-SP불어(신주소 적용)	FERT	완제품	2610	VI	#N/A	1400	#N/A	0.3
UFA0001V26	EuvaxB0.5TMF20VLGLS-SP스페인(신주소적용)	FERT	완제품	2610	VI	1x20V	1400	w	0.3
UFA0001V27	EuvaxB0.5TMF10VLGLS-SPTrilingual(신주소	FERT	완제품	2610	VI	#N/A	#N/A	#N/A	0.3
UFA0001V28	유박스 0.5 TMF 1x20V LGLS 루마니아	FERT	완제품	2610	VI	1x20V	1400	w	0.3
UFA0001V29	Recomvax B 0.5 TMF 1X20V SP 영문(신주소)	FERT	완제품	2610	VI	#N/A	1400	#N/A	0.3
UFA0001V30	Recomvax B 0.5 TMF 1X20VSP스페인(신주소)	FERT	완제품	2610	VI	#N/A	#N/A	#N/A	0.3
UFA0001V31	RecomvaxB0.5 TMF10VSP Trilingual(신주소)	FERT	완제품	2610	VI	#N/A	#N/A	#N/A	0.3
UFA0001V32	Euvax B 0.5 10V TMF SP 말레이시아	FERT	완제품	2610	VI	#N/A	#N/A	#N/A	0.3
UFA0001V33	VACSIGEN 0.5 10V(우크라이나)	FERT	완제품	2610	VI	#N/A	#N/A	#N/A	0.3
UFA0001V34	유박스 0.5 TMF 1X20V 몰타	FERT	완제품	2610	VI	1*20V	1400	w	0.3
UFA0001V35	Euvax B0.5TMF20VLGLS-SP영문(부작용)	FERT	완제품	2610	VI	1*20V	1400	w	0.3
UFA0001V36	Euvax B0.5TMF20VLGLS-SP불어(부작용)	FERT	완제품	2610	VI	1*20V	1400	w	0.3
UFA0001V37	EuvaxB0.5TMF20VLGLS-SP스페인(부작용)	FERT	완제품	2610	VI	1*20V	1400	w	0.3
UFA0001V38	EuvaxB0.5TMF10VLGLS-SPTrilingual(부작용)	FERT	완제품	2610	VI	1*20V	1400	w	0.3
UFA0001V39	EuvaxB 0.5 TMF 1X20V LGLS-SP CANAC	FERT	완제품	2610	VI	1*20V	1400	w	0.3
UFA0001V40	RecomvaxB 0.5 TMF 1X20V LGLS-SP CANAC	FERT	완제품	2610	VI	1*20V	1400	w	0.3
UFA0001V41	EuvaxB 0.5 TMF 10V 시리아	FERT	완제품	2610	VI	10V	3100	m	0.3
UFA0001V42	EuvaxB 0.5 TMF 10V 우크라이나	FERT	완제품	2610	VI	10V	2200	m	0.3
UFA0001V43	Euvax 0.5 TMF 10V LGLS-SP 벨라루스	FERT	완제품	2610	VI	10V	3100	m	0.3
UFA0001V48	RecomvaxB 0.5 TMF 1X20V 필리핀	FERT	완제품	2610	VI	1*20V	1400	m	0.3
UFA0001V49	RecomvaxB 0.5 TMF 1X20V FSA	FERT	완제품	2610	VI	1*20V	1400	m	0.3
UFA0001V50	RecomvaxB 0.5 TMF 1X20V 파라과이	FERT	완제품	2610	VI	1*20V	1400	m	0.3
UFA0001V52	RecomvaxB 0.5 TMF 1X20V 엘살바도르	FERT	완제품	2610	VI	1*20V	1400	m	0.3
UFA0001V53	RecomvaxB 0.5 TMF 1X20V 엘살바도르	FERT	완제품	2610	VI	1*20V	1400	m	0.3
UFA0001V54	RecomvaxB 0.5 TMF 1X10V 우즈베키스탄	FERT	완제품	2610	VI	10V	3100	m	0.3
UFA0001V56	RecomvaxB 0.5 TMF 1X20V 말레이시아	FERT	완제품	2610	VI	1*20V	1400	m	0.3
UFA0001V60	Euvax B INJ. TMF 0.5ML	FERT	완제품	2610	VI	1*20V	1400	m	0.3
UFA0001V62	RecomvaxB 0.5 TMF 1X20V 베트남	FERT	완제품	2610	VI	1*20V	1400	m	0.3
UFA0001V63	RecomvaxB 0.5 TMF 1X10V 러시아	FERT	완제품	2610	VI	10V	3100	m	0.3
UFA0001V64	Euvax B INJ. TMF 0.5ML 우크라이나	FERT	완제품	2610	VI	10V	2200	m	0.3
UFA0001V66	Euvax B INJ. TMF 0.5ML	FERT	완제품	2610	VI	10V	2200	m	0.3
UFA0001V67	RecomvaxB 0.5 TMF 1X10V 세르비아	FERT	완제품	2610	VI	10V	3100	m	0.3
UFA0001V69	Euvax B INJ. TMF 0.5ML	FERT	완제품	2610	VI	10V	2200	m	0.3
UFA0001V70	RecomvaxB 0.5 TMF 1X10V 요르단	FERT	완제품	2610	VI	10V	3100	m	0.3
UFA0001V75	Euvax B INJ. TMF 0.5ML	FERT	완제품	2610	VI	1*20V	1400	m	0.3
UFA0001V77	Euvax B INJ. TMF 0.5ML	FERT	완제품	2610	VI	10V	1400	m	0.3
UFA0001V80	Euvax B INJ. TMF 0.5ML	FERT	완제품	2610	VI	10V	1400	m	1.3
UFA0001V81	Euvax B INJ. TMF 0.5ML	FERT	완제품	2610	VI	10V	3100	m	0.3
UFA0010V00	SK 헤파뮨주 0.5ml 10V	FERT	완제품	2610	PAC	#N/A	#N/A	바이알실린지	0.3
UFA0020V00	유박스비주0.5mL 보존제미함유 20V 국내	FERT	완제품	2610	PAC	1x20V	#N/A	바이알실린지	0.3
UFN0001B00	엘지비형간염백신(최종원액)	FERT	완제품	2510	L	#N/A	0	#N/A	0.3
UFQ0010S00	헤파뮨프리필드주 1.0mL	FERT	완제품	2610	PAC	#N/A	#N/A	#N/A	0.3
UFX0001B00	보존제 미함유 유박스 1.0mL_수탁용	FERT	완제품	2510	VI	#N/A	#N/A	#N/A	0.3
UFX0001V01	Euvax B 1.0 TMF 10V LGLS 모로코 BI STD	FERT	완제품	2610	VI	10V	3100	m	0.3
UFX0001V02	Euvax B 1.0 TMF 20V LGLS-SP 영문	FERT	완제품	2610	VI	1x20V	1400	w	0.3
UFX0001V03	Euvax B 1.0 TMF 20V LGLS-SP 불어	FERT	완제품	2610	VI	1x20V	1400	w	0.3
UFX0001V04	Euvax B 1.0 TMF 20V LGLS-SP 스페인	FERT	완제품	2610	VI	1x20V	1400	w	0.3
UFX0001V05	Euvax B 1.0 TMF 10V LGLS-SP Trilingual	FERT	완제품	2610	VI	10V	1400	m	0.3
UFX0001V06	Recomvax B 1.0 TMF 20V LGLS-SP 영문	FERT	완제품	2610	VI	#N/A	3100	#N/A	0.3
UFX0001V07	Recomvax B 1.0 TMF 20V LGLS-SP 스페인	FERT	완제품	2610	VI	1x20V	1400	w	0.3
UFX0001V08	Recomvax B 1.0TMF 10V LGLS-SP Trilingual	FERT	완제품	2610	VI	10V	1400	m	0.3
UFX0001V09	Euvax 1.0 TMF 1*20V LGLS SP 태국	FERT	완제품	2610	VI	1x20V	1400	w	0.3
UFX0001V10	Euvax 1.0 TMF 1*20V LGLS SP 말레이시아	FERT	완제품	2610	VI	1x20V	1400	w	0.3
UFX0001V11	Euvax 1.0 TMF 1*20V 1d LGLS-SP 러시아	FERT	완제품	2610	VI	1x20V	1400	w	0.3
UFX0001V12	Euvax 1.0 TMF 10V LGLS-SP 러시아	FERT	완제품	2610	VI	10V	3100	m	0.3
UFX0001V13	HEPATIVAX 1.0TMF 1*20V LGLS-SP아르헨티나	FERT	완제품	2610	VI	1x20V	1400	w	0.3
UFX0001V14	EUVAX 1.0 TMF 10V SP 보스니아	FERT	완제품	2610	VI	10V	3100	m	0.3
UFX0001V15	EUVAX 1.0 TMF 1x20V 폴란드	FERT	완제품	2610	VI	1x20V	1400	w	0.3
UFX0001V16	EUVAX 1.0 TMF 1×10V 폴란드	FERT	완제품	2610	VI	#N/A	#N/A	m	0.3
UFX0001V17	EUVAX 1.0 TMF 1×20V LGLSP	FERT	완제품	2610	VI	#N/A	#N/A	m	0.3
UFX0001V18	EUVAX 1.0 TMF 1×10V LGLSP	FERT	완제품	2610	VI	#N/A	#N/A	m	0.3
UFX0001V19	EUVAX1.0TMF10V세르비아,몬테네그로	FERT	완제품	2610	VI	10V	3100	m	0.3
UFX0001V20	Euvax B 1.0 TMF 10V LGLS 우크라이나	FERT	완제품	2610	VI	#N/A	3100	m	0.3
UFX0001V21	EUVAX B 1.0 TMF LGLS BI모로코	FERT	완제품	2610	VI	10V	3100	m	0.3
UFX0001V22	Euvax 1.0 TMF 1*20 SP 브라질	FERT	완제품	2610	VI	1x20V	1400	w	0.3
UFX0001V23	유박스 1.0 TMF 1x20V LGLS 루마니아	FERT	완제품	2610	VI	#N/A	1400	w	0.3
