자재,자재내역,단위,년,월,팀,사용량
302520,PFA Tubing(EW-06371-04),EA,19,11,원제(1part),
302521,PFA Tubing(RZ-06375-02),EA,19,11,원제(1part),
302530,Opticap XL4 Capsule Filter(KTGRA04TT3),EA,19,11,원제(1part),
302572,Millex-FG Filter(MTGR85000),EA,19,11,원제(1part),
302573,C-Flex Tubing(072-313-3),EA,19,11,원제(1part),
302620,CTGR75S01 Millipore Filter,EA,19,11,원제(1part),
302621,KVGB04TC3 Milliporre Filter,EA,19,11,원제(1part),
302622,CTGB72TP3 Millipore Filter,EA,19,11,원제(1part),
302623,AB05PFR7PVH4 Pall Filter,EA,19,11,원제(1part),
302690,액체 세제 (액츠, 무진복 세탁용),EA,19,11,원제(1part),3
302774,Aervent 20" Cartridge Filter CTGR72TP1,EA,19,11,원제(1part),
302780,H2O2 for HPV,EA,19,11,원제(1part),
302880,Sartfluor GA,EA,19,11,원제(1part),
302881,Sartfluor junior,EA,19,11,원제(1part),
302882,SP Sephadex C50 자가,g,19,11,원제(1part),
303090,테크세제,EA,19,11,원제(1part),
302841,72B/A4 Clean paper,EA,19,11,원제(1part),
200522,화이버 드럼,EA,19,11,원제(1part),
106602,보위딕 테스트 팩(Terragene),EA,19,11,원제(1part),2
302255,필터 (PFY2UY300J),EA,19,11,원제(1part),
302571,Sartofluor Filter(5185307T8),EA,19,11,원제(1part),
302151,Sartoclean CA 20",EA,19,11,원제(1part),
302257,필터 (PFY1J012J),EA,19,11,원제(1part),
302914,Sterile Filter(KA3EKVP1,0.2um),EA,19,11,원제(1part),
300953,킴텍스(50×70×1),EA,19,11,원제(1part),
302321,훈증액 MINNACARE COLD STERILANT,BT,19,11,원제(1part),
302254,필터 (MBS1002RJH2),EA,19,11,원제(1part),
103638,밀리팩200(MPGL2GCL3),EA,19,11,원제(1part),5
102141,SARTOBRAN P, 10" Filter,EA,19,11,원제(1part),
100351,Filter SARTOPURE PP2,EA,19,11,원제(1part),
303031,DECON-SPORE 200 Plus(0.4%)472mL, 자가,EA,19,11,원제(1part),12
303034,Decon-cycle (Disinfectant)472mL, 자가,EA,19,11,원제(1part),
303038,DECON-SPORE200Plus(0.4% )Gallon siz,자가,EA,19,11,원제(1part),6
303041,Decon-cycle(Disinfectant)Gallonsize,자가,EA,19,11,원제(1part),1
303036,70% IPA 472mL, 자가,EA,19,11,원제(1part),43
303060,70% IPA Gallon size, 자가,EA,19,11,원제(1part),
303033,5% Decon-spore (Sporicide)472mL, 자가,EA,19,11,원제(1part),6
303039,5% Decon-spore(Sporicide)Gallon size,자가,EA,19,11,원제(1part),7
303035,Hypo-chlor (Sporicide)472mL, 자가,EA,19,11,원제(1part),
303040,Hypo-chlor (Sporicide) Gallon size, 자가,EA,19,11,원제(1part),
303080,70% IPA, Dispenser용(자동분무기용),EA,19,11,원제(1part),
102990,Filter Unit 1L 자가(Bottle top),EA,19,11,원제(1part),
100130,디메티콘 유제 35%, 자가,g,19,11,원제(2part),
105521,TSB(Non animal origin), 자가,BT,19,11,원제(2part),
105944,20L Glass bottle(screw),EA,19,11,원제(2part),40
105996,멸균백1200*1200mm,EA,19,11,원제(2part),
105998,멸균백400*500mm,EA,19,11,원제(2part),100
106159,Durapore, Opticap XL4 (KVGLA04TT3),EA,19,11,원제(2part),
300006,퐁퐁,EA,19,11,원제(2part),5
300009,Sartofluor GA 10",EA,19,11,원제(2part),10
300010,Sartofluor GA 20",EA,19,11,원제(2part),
300011,Sartofluor Mini,EA,19,11,원제(2part),2
302000,수산화나트륨(퀴놀론1KG),kg,19,11,원제(2part),
302060,AGP Solution Kit,EA,19,11,원제(2part),10
302101,5mL PC Validation Vial,EA,19,11,원제(2part),
302102,Autoclave Indicator. Sigmaware,EA,19,11,원제(2part),
302103,Hi Temperature Indicator(Shamrock)(건열),EA,19,11,원제(2part),
302104,Chemical Indicator 1250 (3M),EA,19,11,원제(2part),
302109,락스 (럭키),EA,19,11,원제(2part),4
302122,염화나트륨(수지 재생용) 자가,kg,19,11,원제(2part),
302123,펌프 튜빙(Masterflex L/S 16),EA,19,11,원제(2part),3
302124,펌프 튜빙(Masterflex L/S 17),EA,19,11,원제(2part),
302125,펌프 튜빙(Masterflex L/S 18),EA,19,11,원제(2part),
302126,펌프 튜빙(Masterflex L/S 24),EA,19,11,원제(2part),2
302127,펌프 튜빙(Masterflex I/P 73),EA,19,11,원제(2part),3
302128,펌프 튜빙(Masterflex I/P 82),EA,19,11,원제(2part),
302143,Endotoxin Indicator(Endosafe) 자가,EA,19,11,원제(2part),
302161,Durapore 필터(SCGVU11RE),EA,19,11,원제(2part),
302170,아세톤 자가,mL ,19,11,원제(2part),
302171,Optiseal 필터(LAGR04TP6),EA,19,11,원제(2part),
302210,펌프 튜빙(NALGENE 8060-0200),EA,19,11,원제(2part),
302212,펌프 튜빙(NALGENE 8060-0100),EA,19,11,원제(2part),
302213,펌프 튜빙(NALGENE 8060-0060),EA,19,11,원제(2part),
302214,펌프 튜빙(NALGENE 8060-0040),EA,19,11,원제(2part),
302250,필터 (PUY2UY300H),EA,19,11,원제(2part),
302251,필터 (PUY2UY100H),EA,19,11,원제(2part),
302256,필터 (PUY1UY400J),EA,19,11,원제(2part),
302259,필터 (AB1PFA7PVH4),EA,19,11,원제(2part),
302260,필터 (AB3NFZ7PH4),EA,19,11,원제(2part),
302341,펌프 튜빙(Masterflex L/S 25),EA,19,11,원제(2part),
302450,필터(SLK7002PFRP)(스팀필터),EA,19,11,원제(2part),
302451,필터(MCY4463PFRPVH4)(N2 필터),EA,19,11,원제(2part),
302452,필터(AB1CPFR7PVH4)(DIP 필터),EA,19,11,원제(2part),
302453,필터(CTGB71TP3)(스팀필터),EA,19,11,원제(2part),
302481,구연산무수(99.5%이상),kg,19,11,원제(2part),
302520,PFA Tubing(EW-06371-04),EA,19,11,원제(2part),
302521,PFA Tubing(RZ-06375-02),EA,19,11,원제(2part),
302530,Opticap XL4 Capsule Filter(KTGRA04TT3),EA,19,11,원제(2part),
302572,Millex-FG Filter(MTGR85000),EA,19,11,원제(2part),
302573,C-Flex Tubing(072-313-3),EA,19,11,원제(2part),
302620,CTGR75S01 Millipore Filter,EA,19,11,원제(2part),
302621,KVGB04TC3 Milliporre Filter,EA,19,11,원제(2part),
302622,CTGB72TP3 Millipore Filter,EA,19,11,원제(2part),
302623,AB05PFR7PVH4 Pall Filter,EA,19,11,원제(2part),
302690,액체 세제 (액츠, 무진복 세탁용),EA,19,11,원제(2part),2
302774,Aervent 20" Cartridge Filter CTGR72TP1,EA,19,11,원제(2part),
302780,H2O2 for HPV,EA,19,11,원제(2part),
302880,Sartfluor GA,EA,19,11,원제(2part),5
302881,Sartfluor junior,EA,19,11,원제(2part),
302882,SP Sephadex C50 자가,g,19,11,원제(2part),
303090,테크세제,EA,19,11,원제(2part),1
302841,72B/A4 Clean paper,EA,19,11,원제(2part),
200522,화이버 드럼,EA,19,11,원제(2part),
106602,보위딕 테스트 팩(Terragene),EA,19,11,원제(2part),6
302255,필터 (PFY2UY300J),EA,19,11,원제(2part),
302571,Sartofluor Filter(5185307T8),EA,19,11,원제(2part),
302151,Sartoclean CA 20",EA,19,11,원제(2part),
302257,필터 (PFY1J012J),EA,19,11,원제(2part),
302914,Sterile Filter(KA3EKVP1,0.2um),EA,19,11,원제(2part),
300953,킴텍스(50×70×1),EA,19,11,원제(2part),
302321,훈증액 MINNACARE COLD STERILANT,BT,19,11,원제(2part),
302254,필터 (MBS1002RJH2),EA,19,11,원제(2part),
103638,밀리팩200(MPGL2GCL3),EA,19,11,원제(2part),2
102141,SARTOBRAN P, 10" Filter,EA,19,11,원제(2part),
100351,Filter SARTOPURE PP2,EA,19,11,원제(2part),17
303031,DECON-SPORE 200 Plus(0.4%)472mL, 자가,EA,19,11,원제(2part),12
303034,Decon-cycle (Disinfectant)472mL, 자가,EA,19,11,원제(2part),
303038,DECON-SPORE200Plus(0.4% )Gallon siz,자가,EA,19,11,원제(2part),8
303041,Decon-cycle(Disinfectant)Gallonsize,자가,EA,19,11,원제(2part),2
303036,70% IPA 472mL, 자가,EA,19,11,원제(2part),34
303060,70% IPA Gallon size, 자가,EA,19,11,원제(2part),
303033,5% Decon-spore (Sporicide)472mL, 자가,EA,19,11,원제(2part),
303039,5% Decon-spore(Sporicide)Gallon size,자가,EA,19,11,원제(2part),
303035,Hypo-chlor (Sporicide)472mL, 자가,EA,19,11,원제(2part),
303040,Hypo-chlor (Sporicide) Gallon size, 자가,EA,19,11,원제(2part),
303080,70% IPA, Dispenser용(자동분무기용),EA,19,11,원제(2part),
102990,Filter Unit 1L 자가(Bottle top),EA,19,11,원제(2part),10
100130,디메티콘 유제 35%, 자가,g,19,11,합성,
105521,TSB(Non animal origin), 자가,BT,19,11,합성,
105944,20L Glass bottle(screw),EA,19,11,합성,
105996,멸균백1200*1200mm,EA,19,11,합성,
105998,멸균백400*500mm,EA,19,11,합성,
106159,Durapore, Opticap XL4 (KVGLA04TT3),EA,19,11,합성,
300006,퐁퐁,EA,19,11,합성,
300009,Sartofluor GA 10",EA,19,11,합성,
300010,Sartofluor GA 20",EA,19,11,합성,
300011,Sartofluor Mini,EA,19,11,합성,
302000,수산화나트륨(퀴놀론1KG),kg,19,11,합성,55
302060,AGP Solution Kit,EA,19,11,합성,
302101,5mL PC Validation Vial,EA,19,11,합성,
302102,Autoclave Indicator. Sigmaware,EA,19,11,합성,
302103,Hi Temperature Indicator(Shamrock)(건열),EA,19,11,합성,
302104,Chemical Indicator 1250 (3M),EA,19,11,합성,
302109,락스 (럭키),EA,19,11,합성,
302122,염화나트륨(수지 재생용) 자가,kg,19,11,합성,
302123,펌프 튜빙(Masterflex L/S 16),EA,19,11,합성,
302124,펌프 튜빙(Masterflex L/S 17),EA,19,11,합성,
302125,펌프 튜빙(Masterflex L/S 18),EA,19,11,합성,
302126,펌프 튜빙(Masterflex L/S 24),EA,19,11,합성,
302127,펌프 튜빙(Masterflex I/P 73),EA,19,11,합성,
302128,펌프 튜빙(Masterflex I/P 82),EA,19,11,합성,
302143,Endotoxin Indicator(Endosafe) 자가,EA,19,11,합성,
302161,Durapore 필터(SCGVU11RE),EA,19,11,합성,
302170,아세톤 자가,mL ,19,11,합성,
302171,Optiseal 필터(LAGR04TP6),EA,19,11,합성,
302210,펌프 튜빙(NALGENE 8060-0200),EA,19,11,합성,
302212,펌프 튜빙(NALGENE 8060-0100),EA,19,11,합성,
302213,펌프 튜빙(NALGENE 8060-0060),EA,19,11,합성,
302214,펌프 튜빙(NALGENE 8060-0040),EA,19,11,합성,
302250,필터 (PUY2UY300H),EA,19,11,합성,18
302251,필터 (PUY2UY100H),EA,19,11,합성,3
302256,필터 (PUY1UY400J),EA,19,11,합성,5
302259,필터 (AB1PFA7PVH4),EA,19,11,합성,5
302260,필터 (AB3NFZ7PH4),EA,19,11,합성,4
302341,펌프 튜빙(Masterflex L/S 25),EA,19,11,합성,
302450,필터(SLK7002PFRP)(스팀필터),EA,19,11,합성,
302451,필터(MCY4463PFRPVH4)(N2 필터),EA,19,11,합성,
302452,필터(AB1CPFR7PVH4)(DIP 필터),EA,19,11,합성,
302453,필터(CTGB71TP3)(스팀필터),EA,19,11,합성,
302481,구연산무수(99.5%이상),kg,19,11,합성,
302520,PFA Tubing(EW-06371-04),EA,19,11,합성,
302521,PFA Tubing(RZ-06375-02),EA,19,11,합성,
302530,Opticap XL4 Capsule Filter(KTGRA04TT3),EA,19,11,합성,
302572,Millex-FG Filter(MTGR85000),EA,19,11,합성,
302573,C-Flex Tubing(072-313-3),EA,19,11,합성,
302620,CTGR75S01 Millipore Filter,EA,19,11,합성,
302621,KVGB04TC3 Milliporre Filter,EA,19,11,합성,
302622,CTGB72TP3 Millipore Filter,EA,19,11,합성,
302623,AB05PFR7PVH4 Pall Filter,EA,19,11,합성,
302690,액체 세제 (액츠, 무진복 세탁용),EA,19,11,합성,
302774,Aervent 20" Cartridge Filter CTGR72TP1,EA,19,11,합성,
302780,H2O2 for HPV,EA,19,11,합성,
302880,Sartfluor GA,EA,19,11,합성,
302881,Sartfluor junior,EA,19,11,합성,
302882,SP Sephadex C50 자가,g,19,11,합성,
303090,테크세제,EA,19,11,합성,
302841,72B/A4 Clean paper,EA,19,11,합성,
200522,화이버 드럼,EA,19,11,합성,30
106602,보위딕 테스트 팩(Terragene),EA,19,11,합성,
302255,필터 (PFY2UY300J),EA,19,11,합성,2
302571,Sartofluor Filter(5185307T8),EA,19,11,합성,
302151,Sartoclean CA 20",EA,19,11,합성,
302257,필터 (PFY1J012J),EA,19,11,합성,4
302914,Sterile Filter(KA3EKVP1,0.2um),EA,19,11,합성,
300953,킴텍스(50×70×1),EA,19,11,합성,
302321,훈증액 MINNACARE COLD STERILANT,BT,19,11,합성,
302254,필터 (MBS1002RJH2),EA,19,11,합성,
103638,밀리팩200(MPGL2GCL3),EA,19,11,합성,
102141,SARTOBRAN P, 10" Filter,EA,19,11,합성,
100351,Filter SARTOPURE PP2,EA,19,11,합성,
303031,DECON-SPORE 200 Plus(0.4%)472mL, 자가,EA,19,11,합성,
303034,Decon-cycle (Disinfectant)472mL, 자가,EA,19,11,합성,
303038,DECON-SPORE200Plus(0.4% )Gallon siz,자가,EA,19,11,합성,
303041,Decon-cycle(Disinfectant)Gallonsize,자가,EA,19,11,합성,
303036,70% IPA 472mL, 자가,EA,19,11,합성,
303060,70% IPA Gallon size, 자가,EA,19,11,합성,
303033,5% Decon-spore (Sporicide)472mL, 자가,EA,19,11,합성,
303039,5% Decon-spore(Sporicide)Gallon size,자가,EA,19,11,합성,
303035,Hypo-chlor (Sporicide)472mL, 자가,EA,19,11,합성,
303040,Hypo-chlor (Sporicide) Gallon size, 자가,EA,19,11,합성,
303080,70% IPA, Dispenser용(자동분무기용),EA,19,11,합성,
102990,Filter Unit 1L 자가(Bottle top),EA,19,11,합성,
100130,디메티콘 유제 35%, 자가,g,19,11,QC,
105521,TSB(Non animal origin), 자가,BT,19,11,QC,
105944,20L Glass bottle(screw),EA,19,11,QC,
105996,멸균백1200*1200mm,EA,19,11,QC,
105998,멸균백400*500mm,EA,19,11,QC,
106159,Durapore, Opticap XL4 (KVGLA04TT3),EA,19,11,QC,
300006,퐁퐁,EA,19,11,QC,
300009,Sartofluor GA 10",EA,19,11,QC,
300010,Sartofluor GA 20",EA,19,11,QC,
300011,Sartofluor Mini,EA,19,11,QC,
302000,수산화나트륨(퀴놀론1KG),kg,19,11,QC,
302060,AGP Solution Kit,EA,19,11,QC,
302101,5mL PC Validation Vial,EA,19,11,QC,
302102,Autoclave Indicator. Sigmaware,EA,19,11,QC,
302103,Hi Temperature Indicator(Shamrock)(건열),EA,19,11,QC,
302104,Chemical Indicator 1250 (3M),EA,19,11,QC,
302109,락스 (럭키),EA,19,11,QC,
302122,염화나트륨(수지 재생용) 자가,kg,19,11,QC,
302123,펌프 튜빙(Masterflex L/S 16),EA,19,11,QC,
302124,펌프 튜빙(Masterflex L/S 17),EA,19,11,QC,
302125,펌프 튜빙(Masterflex L/S 18),EA,19,11,QC,
302126,펌프 튜빙(Masterflex L/S 24),EA,19,11,QC,
302127,펌프 튜빙(Masterflex I/P 73),EA,19,11,QC,
302128,펌프 튜빙(Masterflex I/P 82),EA,19,11,QC,
302143,Endotoxin Indicator(Endosafe) 자가,EA,19,11,QC,
302161,Durapore 필터(SCGVU11RE),EA,19,11,QC,
302170,아세톤 자가,mL ,19,11,QC,
302171,Optiseal 필터(LAGR04TP6),EA,19,11,QC,
302210,펌프 튜빙(NALGENE 8060-0200),EA,19,11,QC,
302212,펌프 튜빙(NALGENE 8060-0100),EA,19,11,QC,
302213,펌프 튜빙(NALGENE 8060-0060),EA,19,11,QC,
302214,펌프 튜빙(NALGENE 8060-0040),EA,19,11,QC,
302250,필터 (PUY2UY300H),EA,19,11,QC,
302251,필터 (PUY2UY100H),EA,19,11,QC,
302256,필터 (PUY1UY400J),EA,19,11,QC,
302259,필터 (AB1PFA7PVH4),EA,19,11,QC,
302260,필터 (AB3NFZ7PH4),EA,19,11,QC,
302341,펌프 튜빙(Masterflex L/S 25),EA,19,11,QC,
302450,필터(SLK7002PFRP)(스팀필터),EA,19,11,QC,
302451,필터(MCY4463PFRPVH4)(N2 필터),EA,19,11,QC,
302452,필터(AB1CPFR7PVH4)(DIP 필터),EA,19,11,QC,
302453,필터(CTGB71TP3)(스팀필터),EA,19,11,QC,
302481,구연산무수(99.5%이상),kg,19,11,QC,
302520,PFA Tubing(EW-06371-04),EA,19,11,QC,
302521,PFA Tubing(RZ-06375-02),EA,19,11,QC,
302530,Opticap XL4 Capsule Filter(KTGRA04TT3),EA,19,11,QC,
302572,Millex-FG Filter(MTGR85000),EA,19,11,QC,
302573,C-Flex Tubing(072-313-3),EA,19,11,QC,
302620,CTGR75S01 Millipore Filter,EA,19,11,QC,
302621,KVGB04TC3 Milliporre Filter,EA,19,11,QC,
302622,CTGB72TP3 Millipore Filter,EA,19,11,QC,
302623,AB05PFR7PVH4 Pall Filter,EA,19,11,QC,
302690,액체 세제 (액츠, 무진복 세탁용),EA,19,11,QC,
302774,Aervent 20" Cartridge Filter CTGR72TP1,EA,19,11,QC,
302780,H2O2 for HPV,EA,19,11,QC,
302880,Sartfluor GA,EA,19,11,QC,
302881,Sartfluor junior,EA,19,11,QC,
302882,SP Sephadex C50 자가,g,19,11,QC,
303090,테크세제,EA,19,11,QC,
302841,72B/A4 Clean paper,EA,19,11,QC,
200522,화이버 드럼,EA,19,11,QC,
106602,보위딕 테스트 팩(Terragene),EA,19,11,QC,
302255,필터 (PFY2UY300J),EA,19,11,QC,
302571,Sartofluor Filter(5185307T8),EA,19,11,QC,
302151,Sartoclean CA 20",EA,19,11,QC,
302257,필터 (PFY1J012J),EA,19,11,QC,
302914,Sterile Filter(KA3EKVP1,0.2um),EA,19,11,QC,
300953,킴텍스(50×70×1),EA,19,11,QC,
302321,훈증액 MINNACARE COLD STERILANT,BT,19,11,QC,
302254,필터 (MBS1002RJH2),EA,19,11,QC,
103638,밀리팩200(MPGL2GCL3),EA,19,11,QC,
102141,SARTOBRAN P, 10" Filter,EA,19,11,QC,
100351,Filter SARTOPURE PP2,EA,19,11,QC,
303031,DECON-SPORE 200 Plus(0.4%)472mL, 자가,EA,19,11,QC,
303034,Decon-cycle (Disinfectant)472mL, 자가,EA,19,11,QC,
303038,DECON-SPORE200Plus(0.4% )Gallon siz,자가,EA,19,11,QC,
303041,Decon-cycle(Disinfectant)Gallonsize,자가,EA,19,11,QC,
303036,70% IPA 472mL, 자가,EA,19,11,QC,12
303060,70% IPA Gallon size, 자가,EA,19,11,QC,
303033,5% Decon-spore (Sporicide)472mL, 자가,EA,19,11,QC,
303039,5% Decon-spore(Sporicide)Gallon size,자가,EA,19,11,QC,
303035,Hypo-chlor (Sporicide)472mL, 자가,EA,19,11,QC,
303040,Hypo-chlor (Sporicide) Gallon size, 자가,EA,19,11,QC,
303080,70% IPA, Dispenser용(자동분무기용),EA,19,11,QC,
102990,Filter Unit 1L 자가(Bottle top),EA,19,11,QC,
100130,디메티콘 유제 35%, 자가,g,19,11,생지/공무,
105521,TSB(Non animal origin), 자가,BT,19,11,생지/공무,
105944,20L Glass bottle(screw),EA,19,11,생지/공무,
105996,멸균백1200*1200mm,EA,19,11,생지/공무,
105998,멸균백400*500mm,EA,19,11,생지/공무,
106159,Durapore, Opticap XL4 (KVGLA04TT3),EA,19,11,생지/공무,
300006,퐁퐁,EA,19,11,생지/공무,
300009,Sartofluor GA 10",EA,19,11,생지/공무,
300010,Sartofluor GA 20",EA,19,11,생지/공무,
300011,Sartofluor Mini,EA,19,11,생지/공무,
302000,수산화나트륨(퀴놀론1KG),kg,19,11,생지/공무,
302060,AGP Solution Kit,EA,19,11,생지/공무,
302101,5mL PC Validation Vial,EA,19,11,생지/공무,
302102,Autoclave Indicator. Sigmaware,EA,19,11,생지/공무,
302103,Hi Temperature Indicator(Shamrock)(건열),EA,19,11,생지/공무,
302104,Chemical Indicator 1250 (3M),EA,19,11,생지/공무,
302109,락스 (럭키),EA,19,11,생지/공무,
302122,염화나트륨(수지 재생용) 자가,kg,19,11,생지/공무,
302123,펌프 튜빙(Masterflex L/S 16),EA,19,11,생지/공무,
302124,펌프 튜빙(Masterflex L/S 17),EA,19,11,생지/공무,
302125,펌프 튜빙(Masterflex L/S 18),EA,19,11,생지/공무,
302126,펌프 튜빙(Masterflex L/S 24),EA,19,11,생지/공무,
302127,펌프 튜빙(Masterflex I/P 73),EA,19,11,생지/공무,
302128,펌프 튜빙(Masterflex I/P 82),EA,19,11,생지/공무,
302143,Endotoxin Indicator(Endosafe) 자가,EA,19,11,생지/공무,
302161,Durapore 필터(SCGVU11RE),EA,19,11,생지/공무,
302170,아세톤 자가,mL ,19,11,생지/공무,
302171,Optiseal 필터(LAGR04TP6),EA,19,11,생지/공무,
302210,펌프 튜빙(NALGENE 8060-0200),EA,19,11,생지/공무,
302212,펌프 튜빙(NALGENE 8060-0100),EA,19,11,생지/공무,
302213,펌프 튜빙(NALGENE 8060-0060),EA,19,11,생지/공무,
302214,펌프 튜빙(NALGENE 8060-0040),EA,19,11,생지/공무,
302250,필터 (PUY2UY300H),EA,19,11,생지/공무,
302251,필터 (PUY2UY100H),EA,19,11,생지/공무,
302256,필터 (PUY1UY400J),EA,19,11,생지/공무,
302259,필터 (AB1PFA7PVH4),EA,19,11,생지/공무,
302260,필터 (AB3NFZ7PH4),EA,19,11,생지/공무,
302341,펌프 튜빙(Masterflex L/S 25),EA,19,11,생지/공무,3
302450,필터(SLK7002PFRP)(스팀필터),EA,19,11,생지/공무,
302451,필터(MCY4463PFRPVH4)(N2 필터),EA,19,11,생지/공무,
302452,필터(AB1CPFR7PVH4)(DIP 필터),EA,19,11,생지/공무,
302453,필터(CTGB71TP3)(스팀필터),EA,19,11,생지/공무,
302481,구연산무수(99.5%이상),kg,19,11,생지/공무,
302520,PFA Tubing(EW-06371-04),EA,19,11,생지/공무,
302521,PFA Tubing(RZ-06375-02),EA,19,11,생지/공무,
302530,Opticap XL4 Capsule Filter(KTGRA04TT3),EA,19,11,생지/공무,
302572,Millex-FG Filter(MTGR85000),EA,19,11,생지/공무,
302573,C-Flex Tubing(072-313-3),EA,19,11,생지/공무,
302620,CTGR75S01 Millipore Filter,EA,19,11,생지/공무,
302621,KVGB04TC3 Milliporre Filter,EA,19,11,생지/공무,
302622,CTGB72TP3 Millipore Filter,EA,19,11,생지/공무,
302623,AB05PFR7PVH4 Pall Filter,EA,19,11,생지/공무,
302690,액체 세제 (액츠, 무진복 세탁용),EA,19,11,생지/공무,
302774,Aervent 20" Cartridge Filter CTGR72TP1,EA,19,11,생지/공무,
302780,H2O2 for HPV,EA,19,11,생지/공무,
302880,Sartfluor GA,EA,19,11,생지/공무,
302881,Sartfluor junior,EA,19,11,생지/공무,
302882,SP Sephadex C50 자가,g,19,11,생지/공무,
303090,테크세제,EA,19,11,생지/공무,
302841,72B/A4 Clean paper,EA,19,11,생지/공무,
200522,화이버 드럼,EA,19,11,생지/공무,
106602,보위딕 테스트 팩(Terragene),EA,19,11,생지/공무,
302255,필터 (PFY2UY300J),EA,19,11,생지/공무,
302571,Sartofluor Filter(5185307T8),EA,19,11,생지/공무,
302151,Sartoclean CA 20",EA,19,11,생지/공무,
302257,필터 (PFY1J012J),EA,19,11,생지/공무,
302914,Sterile Filter(KA3EKVP1,0.2um),EA,19,11,생지/공무,
300953,킴텍스(50×70×1),EA,19,11,생지/공무,
302321,훈증액 MINNACARE COLD STERILANT,BT,19,11,생지/공무,
302254,필터 (MBS1002RJH2),EA,19,11,생지/공무,
103638,밀리팩200(MPGL2GCL3),EA,19,11,생지/공무,
102141,SARTOBRAN P, 10" Filter,EA,19,11,생지/공무,
100351,Filter SARTOPURE PP2,EA,19,11,생지/공무,
303031,DECON-SPORE 200 Plus(0.4%)472mL, 자가,EA,19,11,생지/공무,
303034,Decon-cycle (Disinfectant)472mL, 자가,EA,19,11,생지/공무,
303038,DECON-SPORE200Plus(0.4% )Gallon siz,자가,EA,19,11,생지/공무,
303041,Decon-cycle(Disinfectant)Gallonsize,자가,EA,19,11,생지/공무,
303036,70% IPA 472mL, 자가,EA,19,11,생지/공무,36
303060,70% IPA Gallon size, 자가,EA,19,11,생지/공무,
303033,5% Decon-spore (Sporicide)472mL, 자가,EA,19,11,생지/공무,
303039,5% Decon-spore(Sporicide)Gallon size,자가,EA,19,11,생지/공무,
303035,Hypo-chlor (Sporicide)472mL, 자가,EA,19,11,생지/공무,
303040,Hypo-chlor (Sporicide) Gallon size, 자가,EA,19,11,생지/공무,
303080,70% IPA, Dispenser용(자동분무기용),EA,19,11,생지/공무,
102990,Filter Unit 1L 자가(Bottle top),EA,19,11,생지/공무,
100130,디메티콘 유제 35%, 자가,g,19,8,완제, 16,000 
105521,TSB(Non animal origin), 자가,BT,19,8,완제,
105944,20L Glass bottle(screw),EA,19,8,완제,
105996,멸균백1200*1200mm,EA,19,8,완제,
105998,멸균백400*500mm,EA,19,8,완제, 1,500 
106159,Durapore, Opticap XL4 (KVGLA04TT3),EA,19,8,완제,
300006,퐁퐁,EA,19,8,완제, 16 
300009,Sartofluor GA 10",EA,19,8,완제,
300010,Sartofluor GA 20",EA,19,8,완제,
300011,Sartofluor Mini,EA,19,8,완제,
302000,수산화나트륨(퀴놀론1KG),kg,19,8,완제, 132 
302060,AGP Solution Kit,EA,19,8,완제,
302101,5mL PC Validation Vial,EA,19,8,완제,
302102,Autoclave Indicator. Sigmaware,EA,19,8,완제,
302103,Hi Temperature Indicator(Shamrock)(건열),EA,19,8,완제,
302104,Chemical Indicator 1250 (3M),EA,19,8,완제, 3 
302109,락스 (럭키),EA,19,8,완제,
302122,염화나트륨(수지 재생용) 자가,kg,19,8,완제,
302123,펌프 튜빙(Masterflex L/S 16),EA,19,8,완제, 18 
302124,펌프 튜빙(Masterflex L/S 17),EA,19,8,완제,
302125,펌프 튜빙(Masterflex L/S 18),EA,19,8,완제,
302126,펌프 튜빙(Masterflex L/S 24),EA,19,8,완제,
302127,펌프 튜빙(Masterflex I/P 73),EA,19,8,완제,
302128,펌프 튜빙(Masterflex I/P 82),EA,19,8,완제,
302143,Endotoxin Indicator(Endosafe) 자가,EA,19,8,완제, 4 
302161,Durapore 필터(SCGVU11RE),EA,19,8,완제,
302170,아세톤 자가,mL ,19,8,완제,
302171,Optiseal 필터(LAGR04TP6),EA,19,8,완제, 6 
302210,펌프 튜빙(NALGENE 8060-0200),EA,19,8,완제, 8 
302212,펌프 튜빙(NALGENE 8060-0100),EA,19,8,완제, 4 
302213,펌프 튜빙(NALGENE 8060-0060),EA,19,8,완제, 3 
302214,펌프 튜빙(NALGENE 8060-0040),EA,19,8,완제, 1 
302250,필터 (PUY2UY300H),EA,19,8,완제,
302251,필터 (PUY2UY100H),EA,19,8,완제,
302256,필터 (PUY1UY400J),EA,19,8,완제,
302259,필터 (AB1PFA7PVH4),EA,19,8,완제,
302260,필터 (AB3NFZ7PH4),EA,19,8,완제,
302341,펌프 튜빙(Masterflex L/S 25),EA,19,8,완제,
302450,필터(SLK7002PFRP)(스팀필터),EA,19,8,완제, 7 
302451,필터(MCY4463PFRPVH4)(N2 필터),EA,19,8,완제, 2 
302452,필터(AB1CPFR7PVH4)(DIP 필터),EA,19,8,완제, 2 
302453,필터(CTGB71TP3)(스팀필터),EA,19,8,완제, 26 
302481,구연산무수(99.5%이상),kg,19,8,완제,
302520,PFA Tubing(EW-06371-04),EA,19,8,완제, 5 
302521,PFA Tubing(RZ-06375-02),EA,19,8,완제, 3 
302530,Opticap XL4 Capsule Filter(KTGRA04TT3),EA,19,8,완제, 13 
